,Feature,Info,Feature start,Feature end,Feature size,Rloops count,Average coverage all Rloops - overlapping,Average coverage all Rloops - non-overlapping,Overall coverage of Rloops - overlapping,Overall coverage of Rloops - non-overlapping
5671,CDS,"product (transcriptional regulator), transl_table (11), protein_id (ref|NP_251371.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",3028075,3029004,929,1,14.10118406889128,14.10118406889128,14.10118406889128,14.10118406889128
5673,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251372.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",3029187,3030428,1241,1,20.46736502820306,20.46736502820306,20.46736502820306,20.46736502820306
5679,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251375.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",3035752,3037932,2180,2,13.62385321100917,10.6651376146789,13.62385321100918,13.62385321100918
5681,CDS,"product (two-component response regulator PfeR), transl_table (11), protein_id (ref|NP_251376.1|), note (Product name confidence: class 1 (Function experimentally demonstrated in P. aeruginosa)), ",3037886,3038803,917,1,19.3020719738277,19.3020719738277,19.3020719738277,19.3020719738277
5690,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251379.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",3042502,3043416,914,1,65.75492341356673,65.75492341356673,65.75492341356674,65.75492341356674
5710,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251389.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",3051957,3053795,1838,1,27.58433079434168,27.58433079434168,27.58433079434167,27.58433079434167
5712,CDS,"product (OpdB proline porin), transl_table (11), protein_id (ref|NP_251390.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",3053844,3055151,1307,1,30.75745983167559,30.75745983167559,30.75745983167559,30.75745983167559
5716,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251392.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",3056890,3057366,476,2,32.77310924369748,32.35294117647059,32.77310924369748,32.77310924369748
5736,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251402.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",3066296,3067159,863,1,63.73117033603708,63.73117033603708,63.73117033603708,63.73117033603708
5740,CDS,"product (molybdopterin oxidoreductase), transl_table (11), protein_id (ref|NP_251404.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",3068040,3070349,2309,2,15.02815071459506,10.43741879601559,15.02815071459506,15.02815071459506
5762,CDS,"product (chaperone), transl_table (11), protein_id (ref|NP_251415.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",3077312,3079195,1883,2,90.60010621348911,17.84386617100372,90.60010621348911,90.60010621348911
5765,gene,"locus_tag (PA2727), pseudo, pseudogene (unknown), db_xref (GeneID:882576), ",3079850,3086145,6295,1,10.67513899920572,10.67513899920572,10.67513899920572,10.67513899920572
5767,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251419.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",3086142,3087491,1349,2,69.90363232023721,69.90363232023721,69.90363232023721,69.90363232023721
5788,CDS,"product (phenylalanine--tRNA ligase subunit beta), EC_number (6.1.1.20), transl_table (11), protein_id (ref|NP_251429.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",3100116,3102494,2378,1,8.87300252312868,8.87300252312868,8.87300252312868,8.87300252312868
5816,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251440.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",3111633,3112151,518,1,61.96911196911196,61.96911196911196,61.96911196911197,61.96911196911197
5857,CDS,"product (transcriptional regulator), transl_table (11), protein_id (ref|NP_251456.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",3125583,3126164,581,1,43.54561101549053,43.54561101549053,43.54561101549054,43.54561101549054
5859,CDS,"product (enoyl-CoA hydratase), transl_table (11), protein_id (ref|NP_251457.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",3126252,3127220,968,1,16.21900826446281,16.21900826446281,16.21900826446281,16.21900826446281
5863,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251459.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",3127860,3128270,410,2,48.53658536585365,48.53658536585365,48.53658536585366,48.53658536585366
5875,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251464.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",3132229,3132816,587,1,50.08517887563884,50.08517887563884,50.08517887563884,50.08517887563884
5881,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251466.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",3133710,3134993,1283,1,16.91348402182385,16.91348402182385,16.91348402182385,16.91348402182385
5883,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251467.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",3135044,3136000,956,1,33.68200836820084,33.68200836820084,33.68200836820084,33.68200836820084
5893,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251472.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",3139011,3139670,659,1,100.0,100.0,100.0,100.0
5909,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251479.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",3146251,3147330,1079,1,34.38368860055607,34.38368860055607,34.38368860055607,34.38368860055607
5922,CDS,"product (transaldolase B), EC_number (2.2.1.2), transl_table (11), protein_id (ref|NP_251486.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",3153582,3154505,923,1,26.32719393282774,26.32719393282774,26.32719393282774,26.32719393282774
5936,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251493.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",3158926,3159669,743,1,18.30417227456258,18.30417227456258,18.30417227456259,18.30417227456259
5960,CDS,"product (acyl-CoA dehydrogenase), transl_table (11), protein_id (ref|NP_251505.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",3168106,3170553,2447,3,34.04168369431957,8.295872496935022,34.04168369431957,34.04168369431957
5990,CDS,"product (aminotransferase), EC_number (2.6.1.2), transl_table (11), protein_id (ref|NP_251518.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",3181137,3182348,1211,2,17.83649876135425,14.12056151940545,17.83649876135425,17.83649876135425
6002,CDS,"product (transcriptional regulator), transl_table (11), protein_id (ref|NP_251524.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",3186449,3187408,959,1,13.34723670490094,13.34723670490094,13.34723670490094,13.34723670490094
6004,CDS,"product (major facilitator superfamily transporter), transl_table (11), protein_id (ref|NP_251525.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",3187546,3189138,1592,1,26.38190954773869,26.38190954773869,26.38190954773869,26.38190954773869
6006,CDS,"product (secretion protein), transl_table (11), protein_id (ref|NP_251526.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",3189150,3190214,1064,1,56.20300751879699,56.20300751879699,56.20300751879699,56.20300751879699
6008,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_251527.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",3190211,3191650,1439,1,6.462821403752605,6.462821403752605,6.462821403752606,6.462821403752606
